,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
590,Parvins Pharmacy,30 N Bryn Mawr Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,1,0,0,0,0,0,POINT (-75.317334 40.021684)
591,Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,10,0,POINT (-75.419824 39.857646)
592,AHN-SVMG Corry,315 York Street Corry,Corry,Pennsylvania,16407,Erie,0,0,0,0,48,0,POINT (-79.652715 41.923926)
593,Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
594,Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,Russellton,Pennsylvania,15076,Allegheny,0,0,0,104,0,0,POINT (-79.833802 40.617588)
595,Yough Valley Pharmacy,511 Williams Street,Confluence,PA,15424,Somerset,0,0,0,0,109,0,POINT (-79.356877 39.811686)
596,Medicine Shoppe Pharmacy-353,2665 Brodhead Road,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,183,0,POINT (-80.281141 40.604942)
597,Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
598,Integrated Medical Group PC-Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,46,0,POINT (-76.395667 40.558478)
599,Mead Avenue Family Practice,1086 Mead Avenue,Corry,Pennsylvania,16407,Erie,0,0,0,12,0,0,POINT (-79.644902 41.935633)
600,GIANT PHARMACY-6046,2721 STREET ROAD,BENSALEM,PA,19020,Bucks,0,0,0,141,1020,853,POINT (-74.953274 40.110554)
601,Fresenius Kidney Care West Pennsylvania,5124 Liberty Ave,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,6,0,POINT (-79.942557 40.458215)
602,GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,FAIRLESS HILLS,PA,19030,Bucks,0,0,0,4,1397,78,POINT (-74.85226 40.171296)
603,GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,MECHANICSBURG,PA,17055,Cumberland,11,0,0,732,130,0,POINT (-76.982548 40.193781)
604,Mats Pharmacy and Medical Supply,701 Bristol Pike,Croydon,Pennsylvania,19021,Bucks,0,0,0,0,1,10,POINT (-74.90732 40.093991)
605,Wellspan Family Med-Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,11,0,0,POINT (-77.634763 39.943292)
606,AHN-Allegheny General Hospital,320 East North Avenue,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,489,3377,100,POINT (-80.003138 40.456172)
607,Lanc Pediatric Assoc-Willow Street,222 Willow Valley Lakes Dr,Willow Street,Pennsylvania,17584,Lancaster,0,0,0,0,6,0,POINT (-76.273722 39.986442)
608,Patton Pharmacy and VS Variety,503 Railroad Avenue Suite 2,Patton,Pennsylvania,16668,Cambria,0,0,0,437,50,0,POINT (-78.650407 40.638425)
609,MNPG Bellefonte Int Med,141 Medical Park Lane,Bellefonte,Pennsylvania,16823,Centre,0,0,0,0,5,0,POINT (-77.748835 40.915728)
610,Riccio Family Pharmacy,2217 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,140,123,0,POINT (-74.950644 40.077534)
611,LVPG-Fam and Internal Med Bethlehem Twp,2101 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,1,1,0,POINT (-75.290931 40.651956)
612,ALMA ILLERY MEDICAL CENTER,7227 HAMILTON AVE,Pittsburgh,Pennsylvania,15208,Allegheny,0,0,0,96,239,78,POINT (-79.896792 40.454465)
613,The Wright Cntr Child Srvice Cntr,335 South Franklin Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,5,0,POINT (-75.892822 41.241484)
614,Community Primary Care,1000 West View Park Dr,Pittsburgh,Pennsylvania,15229,Allegheny,0,0,0,0,23,0,POINT (-80.035941 40.516655)
615,WellSpan Fam Med-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,0,262,0,POINT (-76.983569 39.938265)
616,Dallastown Medical Associates LLP,1010 Blymire Road,Dallastown,Pennsylvania,17313,York,0,0,0,42,612,0,POINT (-76.647682 39.888037)
617,UPMC Lawrenceville Fam Hlth Ctr,3937 Butler Street,Pittsburgh,Pennsylvania,15201,Allegheny,0,0,0,12,1038,0,POINT (-79.962556 40.468512)
618,St Lukes Allentown Campus,1736 HAMILTON BLVD Inpatient Pharmacy - 2nd Floor,Allentown,Pennsylvania,18104,Lehigh,0,1,0,10,31,0,
619,Uptown Discount Drugs,2336 N 3RD ST,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,62,104,126,POINT (-76.897754 40.283376)
620,Select Specialty Hospital-Central PA,503 N 21st street 5th floor,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,4,0,POINT (-76.923468 40.25141)
621,Medical Arts Pharmacy,220 WILSON STE 100,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,0,387,0,POINT (-77.202874 40.198526)
622,GIANT PHARMACY-6506,50 E WYNNEWOOD RD STORE #2,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,54,1421,0,POINT (-75.273517 40.002279)
623,Hilltop Pharmacy,818 E. Warrington Ave,Pittsburgh,Pennsylvania,15210,Allegheny,0,0,0,0,1453,70,POINT (-79.992935 40.421802)
624,The Medicine Shoppe-Wilkes Barre,100 Hazle Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,128,0,POINT (-75.891346 41.238396)
625,GIANT PHARMACY-6300,3175 CAPE HORN ROAD,RED LION,PA,17356,York,0,0,0,190,719,108,POINT (-76.630756 39.917342)
626,Mont Cty EMS Off Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,1,2,0,218,3,84,POINT (-75.418787 40.158189)
627,UPMC Prim Cre Ctr Turtle Creek,108 Penn Plaza,Turtle Creek,Pennsylvania,15145,Allegheny,0,0,0,0,248,0,POINT (-79.82636 40.405554)
628,Centennial Pharmacy Services,1020 N Delaware Avenue,Philadelphia,Pennsylvania,19125,Philadelphia,0,0,0,0,45,0,POINT (-75.132334 39.965723)
629,Tri-County Pediatrics Southampton,729 Grove Avenue,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,234,459,POINT (-75.045071 40.175966)
630,Martins Pharmacy 6524,2121 South Atherton Street,State College,Pennsylvania,16801,Centre,0,10,0,26,835,0,POINT (-77.831339 40.78488)
631,LGHP Manor Ridge Fam Med Downtwn,701 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,10,0,POINT (-76.30574 40.049158)
632,WellSpan OB/GYN -Tri Hill,1693 S Queen St,York,Pennsylvania,17403,York,0,0,0,24,103,0,POINT (-76.705204 39.942751)
633,Adagio Health-New Castle,200 South Jefferson Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,268,180,661,POINT (-80.347122 40.997935)
634,Wellspan Fam Med Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,13,343,0,POINT (-77.634763 39.943292)
635,VILLAGE PHARMACY AT SPRING HOUSE,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,10,36,5,POINT (-75.22502 40.189842)
636,SCI-Frackville,1111 Altamont Blvd,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,75,122,0,POINT (-76.223125 40.774736)
637,Cranberry Internal Medicine Mars,6998 Crider Rd,Mars,Pennsylvania,16046,Butler,0,0,0,0,14,0,POINT (-80.041367 40.697348)
638,Famcare Pharmacy,1429 BURGETTSTOWN PLAZA,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,172,86,POINT (-80.392961 40.381549)
639,DCI-Punxsutawney,158 Elmwood Dr,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,1,2,0,POINT (-78.997381 40.961)
640,DR MOLLY TROSTLE DO INTERNAL MEDICINE,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,1,155,0,POINT (-78.75919 40.469523)
641,Gettysburg Family Practice,524 S Washington Street,Gettysburg,PA,17325,Adams,0,0,0,282,47,0,POINT (-77.233227 39.824074)
642,Mikes Pharmacy,211 W. Washington Ave.,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,1,0,POINT (-76.309949 40.376283)
643,The Wright Center-Clarks Summit,1145 Northern Boulevard,Clarks Summit,Pennsylvania,18411,Lackawanna,0,0,0,24,590,0,POINT (-75.696208 41.488382)
644,Harrolds Pharmacy,250 Old River Road,Wilkes Barre,Pennsylvania,18702,Luzerne,1,10,0,312,56,871,POINT (-75.907849 41.241791)
645,CHOP Care Network-Broomall,2000 Sproul Rd,Broomall,Pennsylvania,19008,Delaware,0,0,0,0,1285,0,POINT (-75.357357 39.963018)
646,AHN AC IM Murrysville Internal Med,4262 Old William Penn Highway,Murrysville,PA,15668,Westmoreland,0,0,0,0,12,0,POINT (-79.684914 40.42794)
647,George M Kosco III DO and Assoc PC,2801 Old Post Rd,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,38,5,72,POINT (-76.851102 40.330308)
648,Harleysville Medical Associates,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,3,0,POINT (-75.368897 40.262629)
649,GIANT PHARMACY-6461,801 BALTIMORE STREET,HANOVER,PA,17331,York,0,0,0,101,892,254,POINT (-76.969742 39.788077)
650,MLHC-Urgent Care at Exton Square,154 Exton Square Parkway Exton Square Mall,Exton,PA,19341,Chester,0,0,0,0,218,0,
651,Wellspan Fam Medic 222 W Fulton St,222 W Fulton St,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,4,0,POINT (-76.183361 40.180621)
652,Lebanon Pharmacy,990 ISABEL DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,1003,3,POINT (-76.423477 40.315926)
653,SLUHHN-Sacred Heart Campus,421 Chew St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,15,194,0,POINT (-75.468045 40.607987)
654,Integrated Health 21,2403 SIDNEY STREET SUITE 800,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,103,368,10,POINT (-79.96965 40.428767)
655,Genoa Healthcare-Reading,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,17,474,0,POINT (-75.924467 40.335241)
656,Giant Eagle Pharmacy LTC #0249,6204 State Route 30 Suite A,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,4,0,0,POINT (-79.592831 40.305646)
657,Astis South Hills Pharmacy Retail,250 MOUNT LEBANON BLVD,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,11,377,0,POINT (-80.03749 40.368461)
658,PHS UPMC Pinncle Carlisle Emp Hlth,361 Alexander Spring Rd,Carlisle,Pennsylvania,17015,Cumberland,0,6,0,125,108,0,POINT (-77.223007 40.184767)
659,LINDEN PHARMACY,3010 LINDEN STREET,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,0,230,0,POINT (-75.355702 40.656809)
660,Valley Discount Pharmacy,324 N 7th St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,153,0,1010,POINT (-75.473844 40.606793)
661,East End Family Health Center,117 N Negley Avenue,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,57,124,0,POINT (-79.930376 40.464024)
662,WellSpan Internal Medicine-Dover,4020 Carlisle Road,Dover,PA,17315,York,0,0,0,9,249,0,POINT (-76.84302 39.993812)
663,PM LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,60,0,POINT (-76.284565 40.039976)
664,Lancaster Health Center-Arch,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,18,7,0,POINT (-76.309347 40.042516)
665,AIDS Care Grp d/b/a Eddystone Comm Pha,1207B Chester Pike,Eddystone,Pennsylvania,19022,Delaware,2,0,0,0,0,0,POINT (-75.34728 39.863618)
666,PHN-Petroleum Valley Medical Center,296 Church Street,Petrolia,Pennsylvania,16050,Butler,0,0,0,5,131,0,POINT (-79.717555 41.021174)
667,AK Steel Butler Works,1 Armco Drive Attn: Plant Manager,Lyndora,Pennsylvania,16045,Butler,0,0,0,7,211,0,POINT (-79.921488 40.84813)
668,Evangelical Community Hospital,1 Hospital Drive,Lewisburg,Pennsylvania,17837,Union,0,48,0,112,165,210,POINT (-76.885857 40.980223)
669,Family First Hlth George St Ctr,116 South George Street,York,Pennsylvania,17401,York,8,0,0,527,111,168,POINT (-76.726805 39.960757)
670,Cornrste Cre Com Hth Ctr Burgettstn,1227 Smith Township State Road,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,53,0,POINT (-80.358781 40.323946)
671,Keystone Pediatrics-Waynesboro,45 Roadside Avenue,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,5,330,0,POINT (-77.567524 39.752268)
672,SCI-Dallas,1000 Follies Road,Dallas,Pennsylvania,18612,Luzerne,0,0,0,12,186,0,POINT (-76.014907 41.282408)
673,GIANT PHARMACY-6269,3301 TRINDLE ROAD,CAMP HILL,PA,17011,Cumberland,0,0,0,55,1049,188,POINT (-76.935436 40.238145)
674,CCP York Memorial,2860 Carol Road,York,Pennsylvania,17402,York,0,0,0,0,12,0,POINT (-76.664491 39.960578)
675,Wellspan Ped Med Red Lion,3059 Windsor Road,Red Lion,Pennsylvania,17356,York,0,0,1,2,211,24,POINT (-76.580382 39.902679)
676,Dao Pharmacy Inc. (DBA Rios Pharmacy),35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,9,0,POINT (-75.328135 39.906825)
677,SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
678,AHOLD USA-GIANT PHARMACY-6541,176 West Street Road,Feasterville Trevose,PA,19053,Bucks,0,0,0,15,362,21,POINT (-75.00797 40.153902)
679,Pediatric Care Group PC,261 Old York Road,Jenkintown,Pennsylvania,19046,Montgomery,0,0,0,0,0,300,POINT (-75.126544 40.089983)
680,Wellsboro Laurel Health Center,7 Water Street,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,0,126,0,POINT (-77.301143 41.749471)
681,GIANT PHARMACY-6335,2641 MACARTHUR ROAD,WHITEHALL,PA,18052,Lehigh,0,0,0,37,1236,566,POINT (-75.493171 40.645387)
682,UPMC-Presbyterian,G119 Presbyterian 200 Lothrop Street,Pittsburgh,Pennsylvania,15213,Allegheny,2,0,0,355,3,0,
683,AHN-AC FHP HARRISVILLE,321 East Mercer Street,Harrisville,Pennsylvania,16038,Butler,0,0,0,0,37,0,POINT (-80.006431 41.13684)
684,Hyndman Area Health Center-Johnstown,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,0,9,0,POINT (-78.8488 40.276966)
685,Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,46,0,POINT (-74.883012 40.163569)
686,Comprehensive Hlth Srvs Lehigh Valley,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,11,2,0,
687,CHOP Care Network-Springfield,1001 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,0,851,0,POINT (-75.341507 39.914645)
688,Bethlehem Health Bureau,10 East Church Street,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,0,0,3,421,1217,POINT (-75.37845 40.618703)
689,Titusville Area Hospital,406 W. Oak St.,Titusville,Pennsylvania,16354,Crawford,0,0,0,51,38,215,POINT (-79.67972 41.6332)
690,Lords Valley Village Pharmacy Inc,658 Rt 739,Hawley (Part-Wayne),Pennsylvania,18428,Pike,0,0,0,13,726,59,POINT (-75.048911 41.349716)
691,Gray Medical Associates,1599 Somerset Avenue,Windber,Pennsylvania,15963,Somerset,0,0,0,1,20,27,POINT (-78.829086 40.235339)
692,Irwin Primary Care (Irwin),7546 Route 30 1st floor,Irwin,Pennsylvania,15668,Westmoreland,0,0,0,0,174,0,POINT (-79.663048 40.311651)
693,GEISINGER-LEWISTOWN HOSPITAL,400 Highland Ave Pharmacy Dept. 6th floor,Lewistown,Pennsylvania,17044,Mifflin,1,0,0,99,156,479,POINT (-77.567402 40.617853)
694,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,957,176,400,POINT (-75.081101 40.108944)
695,West Perry Pharmacy,1102 MONTOUR ROAD,Loysville,Pennsylvania,17047,Perry,0,0,0,0,0,100,POINT (-77.339076 40.364063)
696,Luzerne County SHC,142 Mundy St,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,83,1015,4,POINT (-75.854969 41.244517)
697,SCI-Somerset,1590 WALTERS MILL ROAD,Somerset,Pennsylvania,15510,Somerset,0,0,0,0,155,145,POINT (-79.036074 39.961922)
698,UPMC-UPP ADL CHP OP,120 Lytton Ave Mezzanine M060,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,48,198,45,POINT (-79.955289 40.446126)
699,Nemours DuPont Pediatrics-Exton,101 Arrandale Blvd,Exton,Pennsylvania,19341,Chester,0,0,0,34,142,0,POINT (-75.659331 40.021971)
700,CHOP Care Network-Indian Valley,3456 Bethlehem Pike,Souderton,Pennsylvania,18964,Montgomery,0,0,0,359,11,18,POINT (-75.303799 40.315761)
701,Genoa Healthcare 00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,0,137,0,POINT (-80.253994 40.171389)
702,Berwick Hospital Center,701 East 16th St. Pharmacy,Berwick,Pennsylvania,18603,Columbia,0,9,0,100,17,42,POINT (-76.230804 41.070159)
703,UPMC-East,2775 Mosside Blvd.,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,8,82,60,POINT (-79.75864 40.437122)
704,PHN-Schuylkill Community Health Center,210 Sunbury Street,Minersville,Pennsylvania,17954,Schuylkill,0,0,0,27,41,0,POINT (-76.261083 40.691073)
705,St Clair Hospital,St. Clair Hospital 1000 Bower Hill Rd,Pittsburgh,Pennsylvania,15243,Allegheny,2,0,0,22,489,0,
706,Penn State Health Cmty Vax Site-Dauphin,30 E Granada Ave,Hershey,Pennsylvania,17033,Dauphin,17,0,0,26,117,120,POINT (-76.646724 40.284914)
707,FPC-Millersburg Family Practice Center,100 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,10,0,POINT (-76.962413 40.534461)
708,Family 1 Pharmacy,4005 Veterans Hwy,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,250,0,POINT (-74.883775 40.132194)
709,AHOLD USA-MARTINS PHARMACY-6292,200 E CHESTNUT AVE,ALTOONA,PA,16601,Blair,0,0,0,14,910,7,POINT (-78.390466 40.52717)
710,LGH-Downtown Family Medicine,540 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,1,32,3,0,POINT (-76.305303 40.046841)
711,AHN-Allegheny Valley Hospital,1301 Carlisle Street,Natrona Heights,Pennsylvania,15065,Allegheny,7,0,0,84,265,80,POINT (-79.736016 40.617813)
712,UPMC-CHILDRENS HOSPITAL OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,2,0,0,1,32,0,POINT (-79.952992 40.466049)
713,Geisinger Wyoming Valley,1000 EAST MOUNTAIN BLVD M.C. 34-06,Wilkes Barre,Pennsylvania,18711,Luzerne,173,0,0,282,45,255,POINT (-75.811717 41.256997)
714,Wellspan Surgical and Rehab Hospital,55 Monument Rd,York,Pennsylvania,17403,York,0,0,0,0,90,0,POINT (-76.716898 39.923277)
715,VDI-Harrisburg Pharmacy,2645 North 3rd St,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,241,8,84,POINT (-76.899494 40.287121)
716,Mon-Vale Prim Care Pract-Finleyville,6108 Brownsville Road Ext  Suite 204,Finleyville,Pennsylvania,15332,Washington,0,0,0,0,3,0,POINT (-80.003092 40.266598)
717,Diamond Drugs Inc dba Dia Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,1693,0,POINT (-79.17264 40.608775)
718,Hiebers Pharmacy,3500 Fifth Ave Suite 101,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,276,691,POINT (-79.960036 40.440635)
719,M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,127,484,POINT (-76.426967 40.330669)
720,Family First Health-Lebanon Center,300 Willow Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,111,88,0,POINT (-76.41717 40.341142)
721,UPMC-Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,Blair,5,4,0,597,413,100,POINT (-78.398184 40.521142)
722,Adams and Bright Drugs LLC,306 State St,Hamburg,Pennsylvania,19526,Berks,0,0,0,0,4,0,POINT (-75.983719 40.554984)
723,Wilkes Barre Municipal Hlth Dept,Kirby Health Center 71 North Franklin Street,Wilkes Barre,Pennsylvania,18701,Luzerne,0,0,0,6,145,0,
724,Berlin Pharmacy,413 Broadway Street,Berlin,Pennsylvania,15530,Somerset,0,0,0,10,118,0,POINT (-78.960905 39.921936)
725,Pittsburgh Family Practice,1517 Forbes Ave,Pittsburgh,Pennsylvania,15219,Allegheny,0,0,0,231,392,0,POINT (-79.98449 40.437625)
726,Wellmon Medical Associates,93 Progress Blvd,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,0,244,0,POINT (-77.493632 40.064845)
727,Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,0,1,2326,POINT (-79.989908 40.430888)
728,SLPG-Pediatrics-Allentown,501 Cetronia Rd,Allentown,Pennsylvania,18104,Lehigh,6,0,0,41,63,0,POINT (-75.557662 40.586095)
729,Suburban Fam Med at Norristown,2705 Dekalb Pike,Norristown,Pennsylvania,19401,Montgomery,0,0,0,0,26,4,POINT (-75.315271 40.138979)
730,WMCHC Honesdale Pediatrics,1837 Fair Avenue,Honesdale,Pennsylvania,18431,Wayne,0,0,0,0,87,0,POINT (-75.262223 41.588625)
731,GIANT PHARMACY-6501,850 EAST MAIN STREET,EPHRATA,PA,17522,Lancaster,0,0,0,39,1133,635,POINT (-76.157833 40.165002)
732,Walmart Store #1765,2028 N CENTER AVE,SOMERSET,Pennsylvania,15501,Somerset,6,0,0,432,860,108,POINT (-79.074557 40.052702)
733,KeystoneCare Health LLC,8765 Stenton Ave.,Wyndmoor,Pennsylvania,19038,Montgomery,24,5,0,142,52,0,POINT (-75.205312 40.082381)
734,Tower Health-Reading Hosp Child HC,206 South 6th Avenue,Reading,Pennsylvania,19611,Berks,0,0,0,57,9,97,POINT (-75.949914 40.333374)
735,UPMC Wellsboro,32-36 Central Ave UMC Wellsboro Pharmacy,Wellsboro,Pennsylvania,16901,Tioga,9,6,0,176,1,115,POINT (-77.299641 41.745656)
736,GIANT PHARMACY-6262,328 CHURCH STREET,DANVILLE,PA,17821,Montour,0,0,0,13,1276,0,POINT (-76.614187 40.961263)
737,Blossburg Laurel Health Center,6 Riverside Plaza,Blossburg,Pennsylvania,16912,Tioga,0,0,0,0,21,0,POINT (-77.065699 41.678509)
738,UPMC-CCP-Franklin Pk,119 VIP Drive,Wexford,Pennsylvania,15090,Allegheny,0,0,0,0,14,0,POINT (-80.093773 40.619998)
739,CareATC Burle Business Park,1042 New Holland Ave,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,0,40,POINT (-76.283654 40.055928)
740,LGH-Lincoln Family Medicine,1645 West Main Street,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,71,0,POINT (-76.204841 40.199719)
741,Lehigh Valley Health Network-Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,10,8,0,66,0,0,POINT (-75.518672 40.566772)
742,WellSpan Internl Med Apple Hill  St,25 Monument Rd,York,PA,17403,York,0,0,3,73,277,0,POINT (-76.716233 39.923562)
743,Tower Health-Int Med Wyomissing THMG,950A N. Wyomissing Boulevard,Wyomissing,Pennsylvania,19610,Berks,0,0,0,0,15,30,POINT (-75.964387 40.339128)
744,SCI-Forest,286 Woodland Drive,Marienville,Pennsylvania,16239,Forest,0,0,0,79,13,200,POINT (-79.100784 41.48219)
745,Apple Occupational Med Srvs Worksite Med,510 Jamison Ave,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,28,21,POINT (-80.25932 40.860097)
746,VaxCare-Vlly Med Ctr Pennsburg,2781 Geryville Pike,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,8,0,0,POINT (-75.473467 40.409871)
747,Delaware County SHC,151 West 5th Street,Chester,Pennsylvania,19013,Delaware,0,0,0,0,9,0,POINT (-75.362854 39.846944)
748,Fort Washington Estates,735 Susquehanna Road,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,25,0,POINT (-75.196327 40.158692)
749,DCI Renal Srvs of Pitt LLC Oaklnd,3260 Fifth Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,25,0,POINT (-79.964256 40.437805)
750,GIANT PHARMACY-6422,4320 5TH STREET HWY,Temple,Pennsylvania,19560,Berks,0,0,0,64,1622,354,POINT (-75.927597 40.399666)
751,AHN Fam Hlthcre Partners Mercer,400 West Butler Street,Mercer,Pennsylvania,16137,Mercer,0,0,0,6,22,0,POINT (-80.244309 41.225312)
752,Family Pharmacy of Carbondale,70 N Church St,Carbondale,Pennsylvania,18407,Lackawanna,0,0,0,9,834,0,POINT (-75.498548 41.575296)
