,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
1001,CVS PHARMACY 5840,Federal Allocation,,1001 Waugh Dr.,Houston,Harris,1001 Waugh Dr.,77019,6/2/2021,0:00:00,1068,0,875,0,0,1068,875,,
1002,CVS PHARMACY 357,Federal Allocation,,1701 E. Parmer Ln.,Austin,Travis,1701 E. Parmer Ln.,78754,6/2/2021,0:00:00,901,0,572,0,0,901,572,,
1003,CVS PHARMACY 6944,Federal Allocation,,3710 Lamar Ave,Paris,Lamar,3710 Lamar Ave,75462,6/2/2021,0:00:00,1785,0,395,0,0,1785,395,,
1004,CVS PHARMACY 3156,Federal Allocation,,9125 Hillcroft St.,Houston,Harris,9125 Hillcroft St.,77096,6/2/2021,0:00:00,1218,0,899,0,0,1218,899,,
1005,CVS PHARMACY 5320,Federal Allocation,,8550 West Airport Blvd.,Houston,Harris,8550 West Airport Blvd.,77071,6/2/2021,0:00:00,1176,0,924,0,0,1176,924,,
1006,CVS PHARMACY 7732,Federal Allocation,,,ENNIS,,605 W ENNIS AVE ,75119,6/2/2021,0:00:00,1092,0,879,0,0,1092,879,,
1007,CVS PHARMACY 4827,Federal Allocation,,100 E Fm 495,San Juan,Hidalgo,100 E Fm 495,78589,6/2/2021,0:00:00,901,0,697,0,0,901,697,,
1008,CVS PHARMACY 5517,Federal Allocation,,14115 East Sam Houston Pkwy. North,Houston,Harris,14115 East Sam Houston Pkwy. North,77044,6/2/2021,0:00:00,974,0,802,0,0,974,802,,
1009,Cvs pharmacy 8325,Federal Allocation,,19202 Blanco Rd,San Antonio,Bexar,19202 Blanco Rd,78258,6/2/2021,0:00:00,1263,0,946,0,0,1263,946,,
1010,CVS PHARMACY 6818,Federal Allocation,,614 W Henderson St,Cleburne,Johnson,614 W Henderson St,76033,6/2/2021,0:00:00,2320,0,1812,0,0,2320,1812,,
1011,CVS PHARMACY 7551,Federal Allocation,,,San Antonio ,,2801 NOGALITOS ,78225,6/2/2021,0:00:00,504,0,375,0,0,504,375,,
1012,CVS PHARMACY 10356,Federal Allocation,,409 Veterans Blvd.,Del Rio,Val Verde,409 Veterans Blvd.,78840,6/2/2021,0:00:00,872,0,492,0,0,872,492,,
1013,CVS PHARMACY 296,Federal Allocation,,, DALLAS ,,2420 W WHEATLAND RD,75237,6/2/2021,0:00:00,222,0,176,0,0,222,176,,
1014,CVS PHARMACY 10267,Federal Allocation,,,HUMBLE,,8789 FM 1960 BYPASS RD W  ,77338,6/2/2021,0:00:00,302,0,245,0,0,302,245,,
1015,CVS PHARMACY 7818,Federal Allocation,,101 West Park Ave.,Hereford,Deaf Smith,101 West Park Ave.,79045,6/2/2021,0:00:00,951,0,682,0,0,951,682,,
1016,CVS PHARMACY 5990,Federal Allocation,,904 E CARTWRIGHT RD,MESQUITE,MESQUITE,904 E CARTWRIGHT RD MESQUITE 75149,75149,6/2/2021,0:00:00,1050,0,885,0,0,1050,885,,
1017,CVS PHARMACY 7038,Federal Allocation,,6504 W Little York,Houston,Harris,6504 W Little York,77040,6/2/2021,0:00:00,2153,0,1790,0,0,2153,1790,,
1018,CVS Pharmacy 10817,Federal Allocation,,1205 North Us Highway 83,Zapata,Zapata,1205 North Us Highway 83,78076,6/2/2021,0:00:00,622,0,440,0,0,622,440,,
1019,CVS PHARMACY 6825,Federal Allocation,,601 N Valley Mills Dr,Waco,McLennan,601 N Valley Mills Dr,76710,6/2/2021,0:00:00,1935,0,1400,0,0,1935,1400,,
1020,CVS PHARMACY 5972,Federal Allocation,,5305 AVENUE ,Rosenberg ,ROSENBERG,5305 AVENUE I ROSENBERG 77471,77471,6/2/2021,0:00:00,2978,0,2341,0,0,2978,2341,,
1021,CVS PHARMACY 5977,Federal Allocation,,24802 ALDINE WESTFIELD RD,SPRING,SPRING,24802 ALDINE WESTFIELD RD SPRING 77373,77373,6/2/2021,0:00:00,912,0,720,0,0,912,720,,
1022,CVS PHARMACY 3431,Federal Allocation,,1300 N. Hobart St.,Pampa,Gray,1300 N. Hobart St.,79065,6/2/2021,0:00:00,594,0,477,0,0,594,477,,
1023,CVS PHARMACY 7474,Federal Allocation,,N. Main St.,Taylor,Williamson,1609 N. Main St.,76574,6/2/2021,0:00:00,1320,0,1105,0,0,1320,1105,,
1024,CVS PHARMACY 8386,Federal Allocation,,4100 De Zavala Rd,San Antonio,Bexar,4100 De Zavala Rd,78249,6/2/2021,0:00:00,953,0,735,0,0,953,735,,
1025,CVS PHARMACY 5981,Federal Allocation,,2828 SPEARS RD ,HOUSTON,HARRIS,2828 SPEARS RD HOUSTON 77067,77067,6/2/2021,0:00:00,497,0,413,0,0,497,413,,
1026,CVS PHARMACY 3244,Federal Allocation,,230 N Cedar St,Borger,Hutchinson,230 N Cedar St Borger 79007,79007,6/2/2021,0:00:00,2339,0,1412,0,0,2339,1412,806-273-1433,https://www.cvs.com/store-locator/cvs-pharmacy-address/230+N+Cedar-Borger-TX-79007/storeid=3244?WT.mc_id=LS_GOOGLE_RX_3244
1027,CVS Pharmacy 10944,Federal Allocation,,105 Alton Blvd. N.,Alton,Hidalgo,105 Alton Blvd. N.,78573,6/2/2021,0:00:00,914,0,778,0,0,914,778,,
1028,CVS PHARMACY 7448,Federal Allocation,,W. Main St.,Tomball,Harris,815 W. Main St.,77375,6/2/2021,0:00:00,518,0,425,0,0,518,425,,
1029,CVS PHARMACY 6903,Federal Allocation,,,Forest Hill ,,3350 Forest Hill Cir,76140,6/2/2021,0:00:00,1596,0,1315,0,0,1596,1315,,
1030,CVS PHARMACY 6805,Federal Allocation,,,Duncanville,615 S COCKRELL HILL RD,615 S COCKRELL HILL RD,75137,6/2/2021,0:00:00,1384,0,1170,0,0,1384,1170,,
1031,CVS PHARMACY 6005,Federal Allocation,,7710 GESSNER RD,HOUSTON,HARRIS,7710 GESSNER RD HOUSTON 77040,77040,6/2/2021,0:00:00,1556,0,1232,0,0,1556,1232,,
1032,CVS PHARMACY 7462,Federal Allocation,,,Bedford,,601 N Industrial Blvd,76021,6/2/2021,0:00:00,1290,0,1047,0,0,1290,1047,,
1033,CVS PHARMACY 7455,Federal Allocation,,,FORT WORTH ,,4200 SOUTH FWY SPC B11,76115,6/2/2021,0:00:00,867,0,692,0,0,867,692,,
1034,CVS PHARMACY 7458,Federal Allocation,,N BELT LINE RD,SUNNYVALE,dallas,3601 N BELT LINE RD,75182,6/2/2021,0:00:00,1903,0,1528,0,0,1903,1528,,
1035,CVS PHARMACY 7269,Federal Allocation,,1319 Austin Ave,Brownwood,Brown,1319 Austin Ave,76801,6/2/2021,0:00:00,3434,0,2121,0,0,3434,2121,,
1036,CVS PHARMACY 5976,Federal Allocation,,8560 S HULEN ST ,FORT WORTH ,TARRANT,8560 S HULEN ST FORT WORTH 76123,76123,6/2/2021,0:00:00,607,0,515,0,0,607,515,,
1037,CVS Pharmacy 11020,Federal Allocation,,680 E. Redd Rd.,El Paso,El Paso,680 E. Redd Rd.,79912,6/2/2021,0:00:00,2321,0,1707,0,0,2321,1707,,
1038,CVS PHARMACY 1533,Federal Allocation,,1801 West 5th St.,Plainview,Hale,1801 West 5th St.,79072,6/2/2021,0:00:00,1289,0,828,0,0,1289,828,,
1039,CVS PHARMACY 7832,Federal Allocation,,,San Antonio ,,9838 Potranco Rd ,78251,6/2/2021,0:00:00,906,0,755,0,0,906,755,,
1040,CVS Pharmacy 10485,Federal Allocation,,919 Wurzbach Parkway,San Antonio,Bexar,919 Wurzbach Parkway,78231,6/2/2021,0:00:00,2884,0,1671,0,0,2884,1671,,
1041,CVS PHARMACY 7456,Federal Allocation,,,Dallas ,,2427 W Jefferson Blvd ,75211,6/2/2021,0:00:00,498,0,407,0,0,498,407,,
1042,CVS PHARMACY 5906,Federal Allocation,,24203 STATE HIGHWAY 249,TOMBALL,,24203 STATE HIGHWAY 249,77375,6/2/2021,0:00:00,752,0,608,0,0,752,608,,
1043,CVS PHARMACY 10486,Federal Allocation,,,Hutto,,301 Chris Kelley Blvd ,78634,6/2/2021,0:00:00,687,0,555,0,0,687,555,,
1044,CVS Pharmacy 10665,Federal Allocation,,,RICHARDSON ,,1555 EAST RENNER RD. ,75082,6/2/2021,0:00:00,143,0,119,0,0,143,119,,
1045,CVS PHARMACY 6894,Federal Allocation,,1102 S. Austin Ave.,Georgetown,Williamson,1102 S. Austin Ave.,78626,6/2/2021,0:00:00,819,0,651,0,0,819,651,,
1046,CVS PHARMACY 59,Federal Allocation,,,,,"4001 W William Cannon Dr, Austin, TX 78749",,6/2/2021,0:00:00,541,0,419,0,0,541,419,512-891-0172,https://www.cvs.com/store-locator/details-directions/59
1047,CVS PHARMACY 3724,Federal Allocation,,8940 Coit Rd.,Plano,Collin,8940 Coit Rd.,75025,6/2/2021,0:00:00,2265,0,1855,0,0,2265,1855,,
1048,CVS Pharmacy 10602,Federal Allocation,,"10515 Fry Rd., Building A1",Cypress,Harris,"10515 Fry Rd., Building A1",77433,6/2/2021,0:00:00,1094,0,868,0,0,1094,868,,
1049,CVS PHARMACY 6955,Federal Allocation,,8027 KITTY HAWK,Converse,,8027 KITTY HAWK,78109,6/2/2021,0:00:00,2364,0,1824,0,0,2364,1824,,
1050,CVS PHARMACY 2991,Federal Allocation,,6431 Mccart Ave.,Fort Worth,Tarrant,6431 Mccart Ave.,76133,6/2/2021,0:00:00,535,0,436,0,0,535,436,,
1051,CVS PHARMACY 7575,Federal Allocation,,,5012 Trail Lake Dr,76133,,TX,6/2/2021,0:00:00,2531,0,2035,0,0,2531,2035,,
1052,CVS PHARMACY 4186,Federal Allocation,,1950 Bagdad Rd.,Cedar Park,Williamson,1950 Bagdad Rd.,78613,6/2/2021,0:00:00,2443,0,1955,0,0,2443,1955,,
1053,CVS PHARMACY 6514,Federal Allocation,,1325 Fm 1960 Road West,Houston,Harris,1325 Fm 1960 Road West,77090,6/2/2021,0:00:00,335,0,243,0,59,394,243,,
1054,CVS PHARMACY 8389,Federal Allocation,,8602 Huebner Rd,San Antonio,Bexar,8602 Huebner Rd,78240,6/2/2021,0:00:00,799,0,601,0,0,799,601,,
1055,CVS PHARMACY 7435,Federal Allocation,,East Southcross Blvd.,San Antonio,Bexar,2920 East Southcross Blvd.,78223,6/2/2021,0:00:00,784,0,589,0,0,784,589,,
1056,CVS PHARMACY 6978,Federal Allocation,,4600 Southwest Pkwy,Wichita Falls,Wichita,4600 Southwest Pkwy,76310,6/2/2021,0:00:00,1054,0,788,0,0,1054,788,,
1057,CVS PHARMACY 7120,Federal Allocation,,11600 Shadow Creek Pkwy.,Pearland,Brazoria,11600 Shadow Creek Pkwy.,77584,6/2/2021,0:00:00,474,0,376,0,0,474,376,,
1058,CVS PHARMACY 6776,Federal Allocation,,5429 Ross Ave,Dallas,Dallas,5429 Ross Ave,75206,6/2/2021,0:00:00,1461,0,1179,0,0,1461,1179,,
1059,CVS PHARMACY 6850,Federal Allocation,,1424 NORTH ST,Nacogdoches,Nacogdoches,1424 NORTH ST,75961,6/2/2021,0:00:00,650,0,450,0,0,650,450,,
1060,CVS Pharmacy 10579,Federal Allocation,,4600 Broadway St.,Alamo Heights,Bexar,4600 Broadway St.,78209,6/2/2021,0:00:00,630,0,486,0,0,630,486,,
1061,CVS PHARMACY 4783,Federal Allocation,,"608 North Slide Rd.,",Lubbock,Lubbock,"608 North Slide Rd.,",79416,6/2/2021,0:00:00,483,0,376,0,0,483,376,,
1062,CVS PHARMACY 7299,Federal Allocation,,7202 San Pedro,San Antonio,Bexar,7202 San Pedro,78216,6/2/2021,0:00:00,647,0,529,0,0,647,529,,
1063,CVS PHARMACY 7436,Federal Allocation,,601 S Jefferson Ave,Mount Pleasant,Titus,601 S Jefferson Ave,75455,6/2/2021,0:00:00,808,0,614,0,0,808,614,,
1064,CVS PHARMACY 7742,Federal Allocation,,5659 Lemmon Ave,Dallas,Dallas,5659 Lemmon Ave,75209,6/2/2021,0:00:00,1138,0,743,0,0,1138,743,,
1065,CVS PHARMACY 6904,Federal Allocation,,4922 S Broadway Ave,Tyler,Smith,4922 S Broadway Ave,75703,6/2/2021,0:00:00,1611,0,1161,0,0,1611,1161,,
1066,CVS PHARMACY 1368,Federal Allocation,,101 LOOP 59,ATLANTA,Cass,101 LOOP 59 ATLANTA 75551,75551,6/2/2021,0:00:00,2670,0,1972,0,0,2670,1972,19037995024,https://www.cvs.com/store-locator/cvs-pharmacy-address/101+Loop+59+North-Atlanta-TX-75551/storeid=1368
1067,CVS PHARMACY 2368,Federal Allocation,,,ROUND ROCK ,,7001 WYOMING SPRINGS DR ,78681,6/2/2021,0:00:00,0,0,0,0,309,309,0,,
1068,CVS PHARMACY 7151,Federal Allocation,,,Humble,,8000 N. Sam Houston Pkwy East.,77396,6/2/2021,0:00:00,1100,0,904,0,0,1100,904,,
1069,CVS PHARMACY 10446,Federal Allocation,,,Laredo,,1019 E Calton Rd Laredo 78041,78041,6/2/2021,0:00:00,951,0,855,0,0,951,855,956-723-4800,https://www.cvs.com/store-locator/cvs-pharmacy-address/1019+East+Calton+Rd-Laredo-TX-78041/storeid=10446?WT.mc_id=LS_GOOGLE_RX_10446
1070,CVS PHARMACY 8330,Federal Allocation,,,NORTH RICHLAND HILLS ,,6320 RUFE SNOW DR ,76148,6/2/2021,0:00:00,0,117,0,44,0,117,44,,
1071,CVS PHARMACY 7747,Federal Allocation,,,DALLAS ,,6709 PRESTON RD ,75205,6/2/2021,0:00:00,0,64,0,26,0,64,26,,
1072,CVS PHARMACY 7296,Federal Allocation,,,CROSBY ,,14630 FM 2100 RD ,77532,6/2/2021,0:00:00,0,166,0,66,0,166,66,,
1073,CVS PHARMACY 7751,Federal Allocation,,,FRISCO ,,7230 PRESTON RD ,75034,6/2/2021,0:00:00,0,20,0,9,0,20,9,,
1074,CVS PHARMACY 7680,Federal Allocation,,,TERRELL ,,PO BOX 1268 ,75160,6/2/2021,0:00:00,0,99,0,40,0,99,40,,
1075,CVS PHARMACY 10414,Federal Allocation,,,BELTON ,,2849 N. MAIN ST. ,76513,6/2/2021,0:00:00,0,6,0,3,0,6,3,,
1076,CVS PHARMACY 7522,Federal Allocation,,, KINGWOOD ,,4520 KINGWOOD DR,77345,6/2/2021,0:00:00,0,341,0,161,0,341,161,,
1077,CVS PHARMACY 10215,Federal Allocation,,,EL PASO,,1212 MCRAE BLVD  ,79925,6/2/2021,0:00:00,0,152,0,46,0,152,46,,
1078,CVS PHARMACY 7220,Federal Allocation,,1627 WILDCAT DR,Portland,,1627 WILDCAT DR,78374,6/2/2021,0:00:00,0,187,0,77,0,187,77,,
1079,CVS PHARMACY 2580,Federal Allocation,,,CORPUS CHRISTI ,,7442 S STAPLES ST ,78413,6/2/2021,0:00:00,0,3,0,1,0,3,1,,
1080,CVS PHARMACY 7781,Federal Allocation,,,PITTSBURG ,,100 N GREER BLVD ,75686,6/2/2021,0:00:00,0,354,0,125,0,354,125,,
1081,CVS PHARMACY 7274,Federal Allocation,,3401 82ND ST, LUBBOCK,,3401 82ND ST LUBBOCK 79423,79423,6/2/2021,0:00:00,0,211,0,76,0,211,76,,
1082,CVS PHARMACY 7467,Federal Allocation,,NORTHWEST PKWY,AZLE,Tarrant,460 NORTHWEST PKWY,76020,6/2/2021,0:00:00,0,121,0,42,0,121,42,,
1083,CVS PHARMACY 8445,Federal Allocation,,, MISSOURI CITY,,6220 SIENNA PKWY,77459,6/2/2021,0:00:00,0,174,0,74,0,174,74,,
1084,CVS PHARMACY 7404,Federal Allocation,,,KAUFMAN ,,102 E MULBERRY ST ,75142,6/2/2021,0:00:00,0,144,0,75,0,144,75,,
1085,CVS PHARMACY 2979,Federal Allocation,,6120 E MOCKINGBIRD LN DALLAS 75214,DALLAS,,6120 E MOCKINGBIRD LN DALLAS 75214,75214,6/2/2021,0:00:00,0,304,0,113,0,304,113,,
1086,CVS PHARMACY 6746,Federal Allocation,,1514 N ALEXANDER DR,BAYTOWN,,1514 N ALEXANDER DR,77520,6/2/2021,0:00:00,0,11,0,4,0,11,4,,
1087,CVS PHARMACY 8351,Federal Allocation,,103 W. Edinburg Ave.,Elsa,Hidalgo,103 W. Edinburg Ave.,78543,6/2/2021,0:00:00,0,93,0,47,0,93,47,,
1088,CVS PHARMACY 7390,Federal Allocation,,,MISSOURI CITY ,,1610 CARTWRIGHT RD ,77489,6/2/2021,0:00:00,0,157,0,65,0,157,65,,
1089,CVS PHARMACY 7475,Federal Allocation,,KINGWOOD DR,KINGWOOD,harris,1350 KINGWOOD DR,77339,6/2/2021,0:00:00,0,114,0,47,0,114,47,,
1090,CVS Pharmacy 10489,Federal Allocation,,Boat Club Rd.,Fort Worth,Tarrant,8601 Boat Club Rd.,76179,6/2/2021,0:00:00,0,168,0,68,0,168,68,,
1091,TARGET PHARMACY 2066,Federal Allocation,,Fm 1960 Rd W,Houston,Harris,6801 Fm 1960 Rd W,77069,6/2/2021,0:00:00,0,67,0,22,0,67,22,,
1092,CVS PHARMACY 17518,Federal Allocation,,746 Nw Loop 410,San Antonio,Bexar,746 NW Loop 410 San Antonio 78216,78216,6/2/2021,0:00:00,0,147,0,43,0,147,43,,
1093,CVS Pharmacy 16298,Federal Allocation,,13250 Northwest Fwy,Houston,Harris,13250 NORTHWEST FWY HOUSTON 77040,77040,6/2/2021,0:00:00,0,61,0,18,0,61,18,,
1094,CVS Pharmacy 17420 ,Federal Allocation,,32858 Fm 2978 Rd,Magnolia,Montgomery,32858 FM 2978 RD MAGNOLIA 77354,77354,6/2/2021,0:00:00,0,40,0,15,0,40,15,,
1095,CVS PHARMACY 6690,Federal Allocation,,501 University Blvd.,Round Rock,Williamson,501 UNIVERSITY BLVD ROUND ROCK 78665,78665,6/2/2021,0:00:00,0,266,0,94,0,266,94,,
1096,CVS PHARMACY 7728,Federal Allocation,,112 Main St,Kerrville,Kerr,112 Main St Kerrville 78028,78028,6/2/2021,0:00:00,0,137,0,60,0,137,60,,
1097,CVS PHARMACY 5651,Federal Allocation,,1602 East Highway 83,Weslaco,Hidalgo,1602 E Business 83 Weslaco 78596,78596,6/2/2021,0:00:00,0,104,0,28,0,104,28,,
1098,CVS Pharmacy 10985,Federal Allocation,,1230 E. 8th St,Odessa,Ector,1230 E 8TH ST ODESSA 79761,79761,6/2/2021,0:00:00,0,229,0,108,0,229,108,,
1099,CVS PHARMACY 10428,Federal Allocation,,19995 Highway 46 West,Spring Branch,Comal,19995 State Highway 46 W Spring Branch 78070,78070,6/2/2021,0:00:00,0,67,0,24,0,67,24,,
1100,CVS PHARMACY 6856,Federal Allocation,,116 West University Dr,Denton,Denton,116 UNIVERSTIY DR DENTON 76201,76201,6/2/2021,0:00:00,0,28,0,9,0,28,9,,
1101,CVS PHARMACY 248,Federal Allocation,,2121 W. Trenton Rd.,Edinburg,Hidalgo,2121 W Trenton Rd Edinburg 78539,78539,6/2/2021,0:00:00,0,112,0,38,0,112,38,,
1102,CVS PHARMACY 6294,Federal Allocation,,5212 Antoine Dr,Houston,Harris,5212 Antoine Dr Houston 77092,77092,6/2/2021,0:00:00,0,315,0,95,0,315,95,,
1103,CVS PHARMACY 4599,Federal Allocation,,500 No. Bagdad Rd.,Leander,Williamson,500 N Bagdad Rd Leander 78641,78641,6/2/2021,0:00:00,0,119,0,41,0,119,41,,
1104,CVS Pharmacy 17713,Federal Allocation,,2021 Guadalupe St.,Austin,Travis,2021 GUADALUPE ST.  AUSTIN 78705,78705,6/2/2021,0:00:00,0,136,0,44,0,136,44,,
1105,CVS Pharmacy 17197 ,Federal Allocation,,1910 Bob Bullock Loop,Laredo,Webb,1910 BOB BULLOCK LOOP LAREDO 78043,78043,6/2/2021,0:00:00,0,208,0,55,0,208,55,,
1106,CVS Pharmacy 16252,Federal Allocation,,7501 San Dario Ave,Laredo,Webb,7501 SAN DARIO AVE LAREDO 78045,78045,6/2/2021,0:00:00,0,16,0,4,0,16,4,,
1107,CVS PHARMACY 7412,Federal Allocation,,5370 W Lovers Ln Ste 310,Dallas,Dallas,5370 W Lovers Ln Ste 310 Dallas 75209,75209,6/2/2021,0:00:00,0,7,0,3,0,7,3,,
1108,CVS Pharmacy 11160,Federal Allocation,,9060 Dyer St.,El Paso,El Paso,9060 DYER ST EL PASO 79904,79904,6/2/2021,0:00:00,0,235,0,78,0,235,78,,
1109,CVS PHARMACY 3505,Federal Allocation,,102 North Us 81,Kyle,Hays,102 NORTH US 81 KYLE 78640,78640,6/2/2021,0:00:00,0,11,0,3,0,11,3,,
1110,Family Pharmacy - Fort Worth,Federal Allocation,,,Fort Worth,Tarrant,6249 Granbury Road,76133,7/23/2021,16:33:26,0,820,0,0,2295,3115,0,,
1111,COSTCO PHARMACY 768,Federal Allocation,,,,,6101 GATEWAY WEST BLVD EL PASO 79925,,7/26/2021,19:09:55,0,28,0,28,0,28,28,915-774-5203,http://costco.com/
1112,CVS Pharmacy 10600,Federal Allocation,,,El Paso,El Paso,3401 Joe Battle Blvd.,79936,6/2/2021,0:00:00,0,19,0,8,0,19,8,,
1113,CVS PHARMACY 1201,Federal Allocation,,,San Antonio,Bexar,4730 Fredricksburg Rd.,78229,6/2/2021,0:00:00,0,7,0,3,0,7,3,,
1114,CVS Pharmacy 16011,Federal Allocation,,,Dallas,Dallas,6464 E Northwest Hwy Ste 212,75214,6/2/2021,0:00:00,0,157,0,43,0,157,43,,
1115,CVS Pharmacy 16017,Federal Allocation,,10801 Westheimer Rd,Houston,Harris,10801 Westheimer Rd,77042,6/2/2021,0:00:00,0,235,0,75,0,235,75,,
1116,CVS PHARMACY 6822,Federal Allocation,,5256 Burnet Rd,Austin,Travis,5256 Burnet Rd Ste B,78756,6/2/2021,0:00:00,733,0,573,0,0,733,573,,
1117,CVS PHARMACY 10691,Federal Allocation,,,Marble Falls,Burnet,302 Gateway North,78654,6/2/2021,0:00:00,874,0,0,0,224,1098,0,,
1118,(Non Reporting) Community Pharmacy Lewisville,Federal Allocation,,1301 JUSTIN RD STE 212 Lewisville 75077,LEWISVILLE,LEWISVILLE,1301 JUSTIN RD STE 212 Lewisville 75077,75077,6/2/2021,0:00:00,0,0,0,0,271,271,0,,
1119,Sams Club Pharmacy 6422,Federal Allocation,,3310 4TH ST, LONGVIEW ,,,75605,6/2/2021,0:00:00,0,127,0,104,0,127,104,+1 903 663 7642,
1120,Choice Specialty Pharmacy 11,Federal Allocation,,8850 SIX PINES DR STE 150 Shenandoah 77380,SHENANDOAH,SHENANDOAH,8850 SIX PINES DR STE 150 Shenandoah 77380,77380,6/2/2021,0:00:00,0,0,0,0,70,70,0,,
1121,GRAND PHARMACY,Federal Allocation,,3500 NE 24TH Ave,AMARILLO,Potter,"3500 NE 24th Ave, Amarillo, TX 79107",79107,6/2/2021,0:00:00,0,97,0,51,0,97,51,18063507455,http://www.grandpharmacy.net/
1122,CVS Pharmacy 10637,Federal Allocation,,6750 Reading Road,Rosenberg,Fort Bend,6750 Reading Road,77471,6/2/2021,0:00:00,0,0,0,0,732,732,0,,
1123,CVS Pharmacy 10634,Federal Allocation,,2350 N. Fitzhugh Avenue,Dallas,Dallas,2350 N. Fitzhugh Avenue,75204,6/2/2021,0:00:00,0,0,0,0,229,229,0,,
1124,CVS Pharmacy 10633,Federal Allocation,,3502 Se Military Dr.,San Antonio,Bexar,3502 Se Military Dr.,78223,6/2/2021,0:00:00,0,0,0,0,679,679,0,,
1125,CVS PHARMACY 10604,Federal Allocation,,,Manvel,Brazoria,4489 County Road 94,77578,6/2/2021,0:00:00,0,0,0,0,219,219,0,,
1126,CVS Pharmacy 10603,Federal Allocation,,15027 State Hwy 6,Rosharon,Brazoria,15027 State Hwy 6,77583,6/2/2021,0:00:00,0,0,0,0,163,163,0,,
1127,CANAL RX,Federal Allocation,,3311 CANAL STREET,Houston,Harris,3311 CANAL STREET,77003,6/2/2021,0:00:00,0,0,0,0,498,498,0,,
1128,CVS Pharmacy 10597,Federal Allocation,,8731 Poteet Jourdanton Freeway,San Antonio,Bexar,8731 Poteet Jourdanton Freeway,78224,6/2/2021,0:00:00,0,0,0,0,146,146,0,,
1129,CVS Pharmacy 10595,Federal Allocation,,200 Cibolo Valley Dr.,Cibolo,Guadalupe,200 Cibolo Valley Dr.,78108,6/2/2021,0:00:00,0,0,0,0,310,310,0,,
1130,CVS Pharmacy 10585,Federal Allocation,,3300 W. Stan Schlueter Loop,Killeen,Bell,3300 W. Stan Schlueter Loop,76549,6/2/2021,0:00:00,0,0,0,0,388,388,0,,
1131,CVS Pharmacy 10580,Federal Allocation,,9884 HIGHWAY 242,CONROE,Montgomery,9884 HIGHWAY 242,77385,6/2/2021,0:00:00,0,0,0,0,315,315,0,,
1132,CVS Pharmacy 10562,Federal Allocation,,,,,4282 RIDGE RD HEATH 75032,,6/2/2021,0:00:00,0,0,0,0,279,279,0,972-722-2040,https://www.cvs.com/store-locator/cvs-pharmacy-address/4282+Ridge+Rd-Heath-TX-75032/storeid=10562?WT.mc_id=LS_GOOGLE_RX_10562
1133,CVS Pharmacy 10554,Federal Allocation,,,,,2111 W ALABAMA ST HOUSTON 77098,,6/2/2021,0:00:00,0,0,0,0,159,159,0,713-874-1085,https://www.cvs.com/store-locator/cvs-pharmacy-address/2111+W+Alabama+St-Houston-TX-77098/storeid=10554?WT.mc_id=LS_GOOGLE_RX_10554
1134,CVS PHARMACY 10544,Federal Allocation,,,,,5902 FM 1463 RD FULSHEAR 77494,,6/2/2021,0:00:00,0,0,0,0,219,219,0,281-232-7014,https://www.cvs.com/store-locator/cvs-pharmacy-address/5902+Fm+1463+Rd-Katy-TX-77494/storeid=10544?WT.mc_id=LS_GOOGLE_RX_10544
1135,CVS PHARMACY 10541,Federal Allocation,,,,,2020 S WALNUT AVE NEW BRAUNFELS 78130,,6/2/2021,0:00:00,0,0,0,0,377,377,0,830-608-0538,https://www.cvs.com/store-locator/cvs-pharmacy-address/2020+S+Walnut+Ave-New+Braunfels-TX-78130/storeid=10541?WT.mc_id=LS_GOOGLE_RX_10541
1136,CVS PHARMACY 10413,Federal Allocation,,,Celina,,310 S Preston Rd Celina 75009,75009,6/2/2021,0:00:00,0,0,0,0,374,374,0,972-382-8668,https://www.cvs.com/store-locator/cvs-pharmacy-address/310+So+Preston+Rd-Celina-TX-75009/storeid=10413?WT.mc_id=LS_GOOGLE_RX_10413
1137,CVS Pharmacy 10405,Federal Allocation,,103 W MONTE CRISTO RD,EDINBURG,Hidalgo,103 W MONTE CRISTO RD EDINBURG 78541,78541,6/2/2021,0:00:00,0,0,0,0,288,288,0,956-383-4945,https://www.cvs.com/store-locator/cvs-pharmacy-address/103+W+Monte+Cristo+Rd-Edinburg-TX-78541/storeid=10405?WT.mc_id=LS_GOOGLE_RX_10405
1138,CVS PHARMACY 10352,Federal Allocation,,717 UNIVERSITY DR STE 101,COLLEGE STATION,Brazos,717 UNIVERSITY DR STE 101 COLLEGE STATION 77840,77840,6/2/2021,0:00:00,0,0,0,0,381,381,0,979-721-9125,https://www.cvs.com/store-locator/cvs-pharmacy-address/717+University+Dr+Suite+101-College+Station-TX-77840/storeid=10352?WT.mc_id=LS_GOOGLE_RX_10352
1139,CVS PHARMACY 10350,Federal Allocation,,4523 L J PARKWAY,SUGAR LAND,Fort Bend,4523 L J PARKWAY SUGAR LAND 77479,77479,6/2/2021,0:00:00,0,0,0,0,277,277,0,281-265-0562,https://www.cvs.com/store-locator/cvs-pharmacy-address/4523+L+J+Parkway-Sugar+Land-TX-77479/storeid=10350?WT.mc_id=LS_GOOGLE_RX_10350
