,Clinic Name,Clinic Address,Clinic Suite,Clinic Address Additional,Clinic City,Clinic State,Clinic Zip Code,County Name,Number of Doses Allocated,Most Recent Order Date,Georeferenced Latitude & Longitude,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered
1222,RITE AID STORE #11104,1650 LIMEKILN PIKE,,,DRESHER,Pennsylvania,19025,Montgomery,,,POINT (-75.168404 40.144584),,,
1223,RITE AID STORE #11077,920 WILKES-BARRE TWN. BLVD,,,WILKES-BARRE,Pennsylvania,18702,Luzerne,,,POINT (-75.88046 41.22374),,,
1224,Sadler Health Center,100 North Hanover Street,,,Carlisle,Pennsylvania,17013,Cumberland,600,4/13/2021,POINT (-77.188864 40.203219),,,
1225,15toknow,250 Mall Blvd,,,King of Prussia,Pennsylvania,19406,Montgomery,1170,4/13/2021,POINT (-75.390941 40.090833),,,
1226,CVS/pharmacy10377,339 E Lancaster Ave,,,Wynnewood,Pennsylvania,19096,Montgomery,,,POINT (-75.27751 40.001702),,,
1227,RITE AID STORE #10892,417 CHARTIERS STREET,,,BRIDGEVILLE,Pennsylvania,15017,Allegheny,,,POINT (-80.113495 40.355183),,,
1228,Marcus Hook Pharmacy,46 E 10th Street,,,Marcus Hook,Pennsylvania,19061,Delaware,,,POINT (-75.415915 39.82036),,,
1229,KRHC-Ridgway Medical Center,49 Ridgmont Dr,1,,Ridgway,Pennsylvania,15853,Elk,200,4/13/2021,POINT (-78.743844 41.43532),,,
1230,Clarion Osteopathic Hospital,1 Hospital Drive,,,Clarion,Pennsylvania,16214,Clarion,2340,4/13/2021,POINT (-79.396832 41.19187),,,
1231,RITE AID STORE #03775,500 NORTH MAIN AVENUE,,,SCRANTON,Pennsylvania,18504,Lackawanna,,,POINT (-75.675203 41.418016),,,
1232,Greencastle Family Practice,50 Eastern Avenue,135,PO Box 37,Greencastle,Pennsylvania,17225,Franklin,100,4/13/2021,POINT (-77.715309 39.785921),,,
1233,Custom Care Pharmacy-Sunbury,439 Market St.,,,Sunbury,Pennsylvania,17801,Northumberland,,,POINT (-76.790154 40.86091),,,
1234,Sav-On Pharmacy-Flourtown,1640 Bethlehem Pike,,,Flourtown,Pennsylvania,19031,Montgomery,,,POINT (-75.213535 40.106934),,,
1235,RITE AID STORE #01768,1620 MAIN STREET,,,NORTHAMPTON,Pennsylvania,18067,Northampton,,,POINT (-75.495913 40.685338),,,
1236,UPMC-St Margaret Hospital,815 Freeport   Road,,,Pittsburgh,Pennsylvania,15215,Allegheny,1500,4/13/2021,POINT (-79.896038 40.487472),,,
1237,Mill Street Pharmacy Inc,416 Mill Street,,,Bristol,Pennsylvania,19007,Bucks,,,POINT (-74.859605 40.09652),,,
1238,Meadville Medical Center,751 Liberty Street,,,Meadville,Pennsylvania,16335,Crawford,1170,4/13/2021,POINT (-80.146336 41.641788),,,
1239,Walgreens Store # 9736,4885 McKnight Rd.,,,Pittsburgh,Pennsylvania,15237,Allegheny,,,POINT (-80.009605 40.530185),,,
1240,Walmart Store #2611,2100 SUMMIT RIDGE PLZ,,,MT PLEASANT,Pennsylvania,15666,Westmoreland,,,POINT (-79.547845 40.127366),,,
1241,RITE AID STORE #01963,262 CONNELLSVILLE STREET,,,UNIONTOWN,Pennsylvania,15401,Fayette,,,POINT (-79.706898 39.900782),,,
1242,CVS/Pharnacy 16966,3400 Wilkes-Barre Township Commons,,,Wilkes Barre,Pennsylvania,18702,Luzerne,,,POINT (-75.84433 41.24163),,,
1243,RITE AID STORE #00517,40-42 WEST MARKET STREET,,,YORK,Pennsylvania,17401,York,,,POINT (-76.729119 39.962032),,,
1244,Walmart Store #4643,1500 Economy Way,,,Baden,Pennsylvania,15005,Beaver,,,POINT (-80.22661 40.65819),,,
1245,CVS/pharmacy05093,100 Market Street,,,Warren,Pennsylvania,16365,Warren,,,POINT (-79.145139 41.844114),,,
1246,WELLSPAN GETTYSBURG HOSPITAL,PHARMACY,,147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,2340,4/13/2021,,,,
1247,CVS/Pharmacy 10694,141 West Lincoln HWY,,,Exton,Pennsylvania,19341,Chester,,,POINT (-75.630836 40.027642),,,
1248,CVS/pharmacy01667,1052 Lititz Pike,,,Lititz,Pennsylvania,17543,Lancaster,,,POINT (-76.304873 40.129373),,,
1249,Excela Health Latrobe Hospital,One Mellon Way,,,Latrobe,Pennsylvania,15650,Westmoreland,1700,4/13/2021,,,,
1250,Weis Pharmacy-205,2 Anthra Plaza,,,Coal Township,PA,17866,Northumberland,,,POINT (-76.521088 40.789586),,,
1251,Giant Eagle Pharmacy-69,9001 Frankstown Road,,,Pittsburgh,Pennsylvania,15235,Allegheny,,,POINT (-79.864919 40.461405),,,
1252,CVS/pharmacy06999,550 Lancaster Avenue,,,Berwyn,Pennsylvania,19312,Chester,,,POINT (-75.437245 40.047799),,,
1253,Riccio Family Pharmacy,2217 Bristol Pike,2,,Bensalem,Pennsylvania,19020,Bucks,200,4/13/2021,POINT (-74.950644 40.077534),,,
1254,VDI-Nickmans Drug 109,3 Lemont Plaza,,,Lemont Furnace,Pennsylvania,15456,Fayette,,,,,,
1255,Lords Valley Village Pharmacy Inc,658 Rt 739,5,,Hawley (Part-Wayne),Pennsylvania,18428,Pike,800,4/13/2021,POINT (-75.04891 41.349715),,,
1256,Family Pharmacy of Carbondale,70 N Church St,,,Carbondale,Pennsylvania,18407,Lackawanna,,,POINT (-75.498548 41.575296),,,
1257,Stauffers LTC Pharmacy-New Holland 2,147 E Main St,,,New Holland,Pennsylvania,17557,Lancaster,,,POINT (-76.088241 40.102812),,,
1258,RITE AID STORE #03443,6039 NATIONAL PIKE,,,GRINDSTONE,Pennsylvania,15442,Fayette,,,POINT (-79.866897 40.007205),,,
1259,Nickmans Drug 149,1238 National Pike,,,Hopwood,Pennsylvania,15445,Fayette,,,POINT (-79.699587 39.874089),,,
1260,CWC-Costco Pharmacy 01211,791 N Krocks Road,,,Allentown,Pennsylvania,18106,Lehigh,,,POINT (-75.563762 40.564717),,,
1261,Giant Eagle Pharmacy-471,475 Ben Franklin Rd S,,,Indiana,Pennsylvania,15701,Indiana,,,POINT (-79.191332 40.61394),,,
1262,GIANT PHARMACY-6253,130 OLD YORK ROAD,,,NEW CUMBERLAND,PA,17070,Cumberland,,,POINT (-76.859992 40.215176),,,
1263,RITE AID STORE #11100,244 COMMERCE CIRCLE,,,BRISTOL,Pennsylvania,19007,Bucks,,,POINT (-74.871301 40.102748),,,
1264,Sellersville Pharmacy,218 south main st,,,Sellersville,Pennsylvania,18960,Bucks,100,4/13/2021,POINT (-75.305971 40.354553),,,
1265,Weis Pharmacy-71,1800 Roosevelt Ave,,,York,Pennsylvania,17408,York,,,POINT (-76.767354 39.984561),,,
1266,Cornerstone Care-Prim Care Ctr-Mt Morris,120 Locust Ave Ext,,*,Mount Morris,Pennsylvania,15349,Greene,200,4/13/2021,POINT (-80.060817 39.734055),,,
1267,CVS/pharmacy01178,702 Chestnut Street,,,Emmaus,Pennsylvania,18049,Lehigh,,,POINT (-75.499416 40.531768),,,
1268,CVS/pharmacy01584,555 East Main Street,,,Nanticoke,Pennsylvania,18634,Luzerne,,,POINT (-75.993164 41.206148),,,
1269,CVS/pharmacy07275,723 Lombard Rd.,,,Red Lion,Pennsylvania,17356,York,,,POINT (-76.628877 39.916319),,,
1270,Boothwyn Apothecary,2341 Chichester Ave,,,Boothwyn,Pennsylvania,19061,Delaware,,,POINT (-75.438915 39.830586),,,
1271,Walmart Store #1640,1665 N ATHERTON ST,,,STATE COLLEGE,Pennsylvania,16803,Centre,,,POINT (-77.89679 40.808136),,,
1272,Andrew Browns Drug Store,1502 Pittston Ave,,,Scranton,Pennsylvania,18505,Lackawanna,,,POINT (-75.673721 41.391428),,,
1273,Family Pharmacy of Archbald,1 KENNEDY PLAZA,1,4 KELLY STREET,Archbald,Pennsylvania,18403,Lackawanna,200,4/13/2021,POINT (-75.551832 41.490562),,,
1274,RITE AID STORE #06712,100 Forbes Avenue,Ste. 100,,Pittsburgh,Pennsylvania,15222,Allegheny,,,POINT (-80.003733 40.441084),,,
1275,Shafers Pharmacy,11 Center St,,,Tamaqua,Pennsylvania,18252,Schuylkill,,,POINT (-75.969211 40.796914),,,
1276,AHOLD USA-GIANT PHARMACY-6481,10 E RIDGE PIKE,,,Conshohocken,Pennsylvania,19428,Montgomery,,,POINT (-75.284955 40.093887),,,
1277,Brockie Pharmatech,209 N. Beaver St.,,,York,Pennsylvania,17401,York,,,POINT (-76.731123 39.964709),,,
1278,HlthDirect Institu Pharm Svcs-1127,1100 West Chestnut St,200,,Washington,Pennsylvania,15301,Washington,,,POINT (-80.267465 40.166921),,,
1279,CVS/pharmacy17321,610 N West End Blvd,,,Quakertown,PA,189514100,Bucks,,,POINT (-75.368519 40.460185),,,
1280,RITE AID STORE #10964,200 MEMORIAL BLVD.,,,CONNELLSVILLE,Pennsylvania,15425,Fayette,,,POINT (-79.594845 40.023579),,,
1281,VDI-Lewisburg Pharmacy,50 N 2nd St,,,Lewisburg,Pennsylvania,17837,Union,,,POINT (-76.884686 40.966059),,,
1282,CVS/pharmacy01670,615 Locust Street,,,Columbia,Pennsylvania,17512,Lancaster,,,POINT (-76.497473 40.035238),,,
1283,Weis Pharmacy-106,589 PA SR 590,,,Hamlin,Pennsylvania,18427,Wayne,,,POINT (-75.403588 41.403934),,,
1284,RITE AID STORE #11060,205 CENTER STREET,,,TAMAQUA,Pennsylvania,18252,Schuylkill,,,POINT (-75.968228 40.794871),,,
1285,Tops Pharmacy-603,74 Market St.,,,Warren,Pennsylvania,16365,Warren,,,POINT (-79.144779 41.84288),,,
1286,Compliance Navig Specs DBA CNS Occ,38 Copperfield Cir,,,Lititz,Pennsylvania,17543,Lancaster,3000,4/13/2021,POINT (-76.307908 40.173835),,,
1287,The Hometown Pharmacy-Greensburg,730 E. Pittsburgh St,,,Greensburg,Pennsylvania,15601,Westmoreland,100,4/13/2021,POINT (-79.527622 40.302481),,,
1288,SLUHHN-Bethlehem,801 OSTRUM ST,,Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh),Pennsylvania,18015,Northampton,1170,4/13/2021,POINT (-75.392507 40.608697),,,
1289,RITE AID STORE #01589,6375 LIBRARY ROAD,,,SOUTH PARK,Pennsylvania,15129,Allegheny,,,POINT (-80.027687 40.289726),,,
1290,Giant Eagle Pharmacy-4035,606 Erie St.,,,Edinboro,Pennsylvania,16412,Erie,,,POINT (-80.127639 41.888943),,,
1291,CVS Pharmacy #3142,119 East Baltimore Avenue,,,Lansdowne,Pennsylvania,19050,Delaware,,,POINT (-75.266152 39.939357),,,
1292,St Marys Pharmacy,4 Railroad Street,,,Saint Marys,Pennsylvania,15857,Elk,500,4/13/2021,POINT (-78.561071 41.427667),,,
1293,RITE AID STORE #10906,5235 LIBRARY ROAD,,,BETHEL PARK,Pennsylvania,15102,Allegheny,,,POINT (-80.022954 40.331945),,,
1294,Family First Health-Hannah Penn Center,415 East Boundary Avenue,,,York,Pennsylvania,17403,York,100,4/13/2021,POINT (-76.715296 39.957204),,,
1295,GIANT PHARMACY-6464,721 W.SPROUL ROAD,,,SPRINGFIELD,PA,19064,Delaware,,,POINT (-75.351974 39.934844),,,
1296,PHN-Wayne Primary Care,650 East Avenue,B,,Erie,Pennsylvania,16503,Erie,100,4/13/2021,POINT (-80.06264 42.137121),,,
1297,FPC-Hughesville Family Practice Center,246 South Main Street,,,Hughesville,Pennsylvania,17737,Lycoming,200,4/13/2021,POINT (-76.728142 41.237344),,,
1298,GIANT PHARMACY-6463,173 HOLLY ROAD,,,GILBERTSVILLE,PA,19525,Montgomery,,,POINT (-75.620261 40.334647),,,
1299,GIANT PHARMACY-6306,2130 PALOMINO ROAD,,,DOVER,PA,17315,York,,,POINT (-76.840522 39.994783),,,
1300,RITE AID STORE #00793,1927 Atherton Street,,,State College,Pennsylvania,16801,Centre,,,POINT (-77.832123 40.78498),,,
1301,Walmart Store #3838,2010 VILLAGE CENTER DR,,,TARENTUM,Pennsylvania,15084,Allegheny,,,POINT (-79.802158 40.566499),,,
1302,VDI-Mainline Pharmacy Ebensburg,3720 New Germany Road,,,Ebensburg,Pennsylvania,15931,Cambria,1000,4/13/2021,POINT (-78.735743 40.481057),,,
1303,Public Drug,6925 Ludlow Street,,,Upper Darby,Pennsylvania,19082,Delaware,,,POINT (-75.260129 39.961252),,,
1304,Patton Pharmacy and VS Variety,503 Railroad Avenue Suite 2,,,Patton,Pennsylvania,16668,Cambria,,,POINT (-78.650321 40.638353),,,
1305,Weis Pharmacy-158,695 North Courtland Street,,,East Stroudsburg,PA,18301,Monroe,,,POINT (-75.182512 41.017894),,,
1306,Trinity Pharmacy A PharMerica Company,3910 Adler Place STE 210,,,Bethlehem (Part-Lehigh),Pennsylvania,18017,Northampton,,,POINT (-75.38244 40.669726),,,
1307,AHN-Allegheny General Hospital,320 East North Avenue,Pharmacy,,Pittsburgh,Pennsylvania,15212,Allegheny,3510,4/13/2021,POINT (-80.003249 40.456149),,,
1308,The Hometown Pharmacy-New Castle,20 E Lawrence St,,,New Castle,Pennsylvania,16101,Lawrence,200,4/13/2021,POINT (-80.346667 40.997833),,,
1309,Brockie Pharmatech at Plumcreek,100 Homewood Way,,,Hanover,Pennsylvania,17331,York,,,POINT (-76.99126 39.783959),,,
1310,RITE AID STORE #10942,410 COOKE LANE,,,PITTSBURGH,Pennsylvania,15234,Allegheny,,,POINT (-80.032551 40.370117),,,
1311,Giant Eagle Pharmacy-95,18511 Smock Highway,,,Meadville,Pennsylvania,16335,Crawford,,,POINT (-80.167012 41.62017),,,
1312,Weis Pharmacy-16,860 Carlisle Street,,,Hanover,PA,17331,York,,,POINT (-76.991655 39.812909),,,
1313,RITE AID STORE #11038,2411 COLUMBIA BLVD,,,BLOOMSBURG,Pennsylvania,17815,Columbia,,,POINT (-76.413712 41.011202),,,
1314,Sav-On Pharmacy-Downingtown,3951 Lincoln Hwy,,,Downingtown,Pennsylvania,19335,Chester,,,POINT (-75.740465 39.996905),,,
1315,GIANT PHARMACY-6455,3560 ROUTE 611,SUITE 105,,BARTONSVILLE,PA,18321,Monroe,,,POINT (-75.273417 41.002343),,,
1316,CVS/pharmacy07183,730 Newark Road,,,Landenberg,Pennsylvania,19350,Chester,,,POINT (-75.751077 39.808072),,,
1317,Walgreens Store # 7740,52 Chester Pike,,,Darby,Pennsylvania,19023,Delaware,,,POINT (-75.26461 39.916767),,,
1318,Walmart Store #1739,30 TRINITY POINT DR,,,WASHINGTON,Pennsylvania,15301,Washington,,,POINT (-80.223591 40.182766),,,
1319,GIANT PHARMACY-6474,1153 NORTH 5TH STREET,,,PERKASIE,PA,18944,Bucks,,,POINT (-75.276549 40.383467),,,
1320,RITE AID STORE #11142,128 AIRPORT ROAD,,,COATESVILLE,Pennsylvania,19320,Chester,,,POINT (-75.868959 39.985246),,,
1321,RITE AID STORE #07836,1401 W TILGHMAN STREET,,,ALLENTOWN,Pennsylvania,18102,Lehigh,,,POINT (-75.491066 40.60779),,,
1322,CVS/pharmacy01376,1201 N. Fifth St.,,,Perkasie,Pennsylvania,18944,Bucks,,,POINT (-75.276798 40.383327),,,
1323,MARTINS PHARMACY-6308,1570 OAKLAND AVE,,,Indiana,Pennsylvania,15701,Indiana,100,4/13/2021,POINT (-79.172406 40.614732),,,
1324,Giant Eagle Pharmacy-64,3812 O'Neil blvd,,,Mc Keesport,Pennsylvania,15132,Allegheny,,,POINT (-79.831241 40.347785),,,
1325,Walmart Store #2278,1825 DOWNS DR,,,ERIE,Pennsylvania,16509,Erie,,,POINT (-80.081696 42.052639),,,
1326,FPC-Selinsgrove 2 Family Practice Center,21 Susquehanna Valley Mall Drive,D,,Selinsgrove,Pennsylvania,17870,Snyder,200,4/13/2021,POINT (-76.850738 40.821767),,,
1327,Walmart Store #4687,275 N GULPH RD,,,KING OF PRUSSIA,Pennsylvania,19406,Montgomery,,,POINT (-75.399074 40.085315),,,
1328,Walgreens Store # 11030,10 E. Street Rd.,,,West Chester,Pennsylvania,19382,Chester,,,POINT (-75.575532 39.920352),,,
1329,CVS/pharmacy17618,6231 PENN AVE,,,PITTSBURGH,PA,152063978,Allegheny,,,POINT (-79.921928 40.460417),,,
1330,RITE AID STORE #11075,120 LAUREL PLAZA,,,PITTSTON,Pennsylvania,18640,Luzerne,,,POINT (-75.772832 41.320516),,,
1331,CVS/pharmacy17638,201 S Hills Vlg,,,Pittsburgh,PA,152411408,Allegheny,,,POINT (-80.058254 40.344495),,,
1332,CVS/pharmacy01611,1101 Moosic Street,,,Scranton,Pennsylvania,18505,Lackawanna,,,POINT (-75.649372 41.396588),,,
1333,CVS/pharmacy01916,1101 N. Atherton Street,,,State College,Pennsylvania,16803,Centre,,,POINT (-77.879976 40.801386),,,
1334,AHOLD USA-GIANT PHARMACY-6112,255 S SPRING GARDEN STREET,,,CARLISLE,PA,17013,Cumberland,,,POINT (-77.181721 40.196578),,,
1335,RITE AID STORE #06778,27 N 7th Street,Ste. 100,,Allentown,Pennsylvania,18101,Lehigh,,,POINT (-75.472055 40.603058),,,
1336,RITE AID STORE #01314,501 MAIN STREET STE 2,,,WHITE HAVEN,Pennsylvania,18661,Luzerne,,,POINT (-75.772855 41.059963),,,
1337,CVS/pharmacy16607,1717 Route 228,,,Cranberry Twp,PA,160665312,Butler,,,POINT (-80.082298 40.685581),,,
1338,GIANT PHARMACY-6518,2350 SUSQUEHANNA ROAD,,,ROSLYN,PA,19001,Montgomery,,,POINT (-75.134547 40.12179),,,
1339,CVS/pharmacy02687,105 East Uwchlan Avenue,,,Exton,Pennsylvania,19341,Chester,,,POINT (-75.653421 40.060631),,,
1340,Stephens Pharmacy,1101 Main Street,,,Honesdale,Pennsylvania,18431,Wayne,,,POINT (-75.257393 41.575658),,,
1341,RITE AID STORE #00992,320 EAST LINCOLN HIGHWAY,,,COATESVILLE,Pennsylvania,19320,Chester,,,POINT (-75.819277 39.983816),,,
1342,GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,,,HAVERTOWN,PA,19083,Delaware,,,POINT (-75.296082 39.967758),,,
1343,Giant Eagle Pharmacy-15,1701 LINCOLN HWY,,,North Versailles,Pennsylvania,15137,Allegheny,,,POINT (-79.786011 40.370408),,,
1344,Wegmans Pharmacy #079,3900 Tilghman Street,,,Allentown,PA,18104,Lehigh,,,,,,
1345,Walgreens Store # 9586,1210 Wilmington Ave.,,,New Castle,Pennsylvania,16105,Lawrence,,,POINT (-80.351065 41.013367),,,
1346,SHREE ANJANEYA LLC,801 W MAIN ST,,,Lansdale,Pennsylvania,19446,Montgomery,,,POINT (-75.292861 40.24705),,,
1347,CVS/pharmacy01320,"Rt. 115 and 209, HC2, Box 1120",,,Brodheadsville,Pennsylvania,18322,Monroe,,,,,,
1348,Giant Eagle Pharmacy-6379,420 E. Waterfront Drive,,,Homestead,Pennsylvania,15120,Allegheny,,,POINT (-79.909505 40.412667),,,
1349,GIANT PHARMACY-6091,1760 DEKALB PIKE,,,BLUE BELL,PA,19422,Montgomery,,,POINT (-75.307212 40.149205),,,
1350,Walmart Store #3252,605 CONCHESTER HWY,,,BOOTHWYN,Pennsylvania,19061,Delaware,,,POINT (-75.449791 39.850205),,,
1351,Weis Pharmacy-35,224 N. Logan Blvd,,,Burnham,PA,17009,Mifflin,,,POINT (-77.570555 40.63251),,,
1352,Roadway Pharmacy,6858 Route 711,3,,Seward,Pennsylvania,15954,Westmoreland,,,POINT (-79.02281 40.406128),,,
1353,Dallastown Medical Associates LLP,1010 Blymire Road,,,Dallastown,Pennsylvania,17313,York,800,4/13/2021,POINT (-76.647682 39.888037),,,
1354,RITE AID STORE #01543,1212 SECOND STREET,,,CRESSON,Pennsylvania,16630,Cambria,,,POINT (-78.591697 40.459863),,,
1355,Walmart Store #2208,1887 ELMIRA ST,,,SAYRE,Pennsylvania,18840,Bradford,,,POINT (-76.541277 41.976397),,,
1356,Weis Pharmacy-137,110 Rolling Ridge Drive,,,State College,PA,16801,Centre,,,POINT (-77.825981 40.78596),,,
1357,Sav-On Pharmacy-Levittown,6800 New Falls Rd,,,Levittown,Pennsylvania,19057,Bucks,,,POINT (-74.858172 40.152349),,,
1358,RITE AID STORE #11006,105 WEST MAIN STREET,,,NORTH EAST,Pennsylvania,16428,Erie,,,POINT (-79.841387 42.214046),,,
1359,St Mary Medical Center,St. Mary Medical Center Pharmacy,,1201 Langhorne-Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,1170,4/13/2021,,,,
1360,Giant Eagle Pharmacy-43,155 Towne Centre Blvd,,,Wexford,Pennsylvania,15090,Allegheny,,,POINT (-80.054409 40.631533),,,
1361,GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,,,MECHANICSBURG,PA,17055,Cumberland,,,POINT (-76.982548 40.193781),,,
1362,Penn Highlands DuBois,100 Hospital Ave,,,Du Bois,Pennsylvania,15801,Clearfield,1170,4/13/2021,POINT (-78.775736 41.114349),,,
1363,RITE AID STORE #11114,696 STONEY HILL ROAD,,,YARDLEY,Pennsylvania,19067,Bucks,,,,,,
1364,RITE AID STORE #10987,100 SEVEN FIELDS BLVD,,,SEVEN FIELDS,Pennsylvania,16046,Butler,,,POINT (-80.057013 40.688744),,,
1365,RITE AID STORE #01632,20 SOUTH RIVER STREET,,,PLAINS,Pennsylvania,18705,Luzerne,,,POINT (-75.85736 41.277351),,,
1366,RITE AID STORE #00264,375 PHILADELPHIA STREET,,,INDIANA,Pennsylvania,15701,Indiana,,,POINT (-79.145037 40.622848),,,
1367,Giant Eagle Pharmacy-5103,2611 Freeport Rd.,,,Pittsburgh,Pennsylvania,15238,Allegheny,,,POINT (-79.838518 40.53719),,,
1368,Wegmans Pharmacy #045,6416 Carlisle Pike,Suite 2000,,Mechanicsburg,PA,17050,Cumberland,,,POINT (-77.007475 40.246692),,,
1369,RITE AID STORE #02267,452 POND STREET,,,BRISTOL,Pennsylvania,19007,Bucks,,,POINT (-74.85467 40.099459),,,
1370,GIANT PHARMACY-6542,950 WALNUT BOTTOM RD,,,Carlisle,Pennsylvania,17015,Cumberland,,,POINT (-77.214143 40.183335),,,
1371,Giant Eagle Pharmacy-41,41 Towne Center Drive,,,Leechburg,Pennsylvania,15656,Armstrong,,,POINT (-79.611167 40.608325),,,
1372,Weis Pharmacy-188,7801 GLENLIVET WEST DR,,,Fogelsville,Pennsylvania,18051,Lehigh,,,POINT (-75.63119 40.58992),,,
1373,CVS/pharmacy01680,639 Main Street,,,Clarion,Pennsylvania,16214,Clarion,,,POINT (-79.382694 41.213545),,,
1374,UPMC-Presbyterian,G119 Presbyterian,,200 Lothrop Street,Pittsburgh,Pennsylvania,15213,Allegheny,1170,4/13/2021,,,,
1375,Walgreens Store # 6894,2727 W. Cheltenham Ave.,,,Wyncote,Pennsylvania,19095,Montgomery,,,POINT (-75.160092 40.075122),,,
1376,Walmart Store #5470,6716 TOWNE CENTER BLVD,,,HUNTINGDON,Pennsylvania,16652,Huntingdon,,,POINT (-78.042484 40.490231),,,
1377,Community Health Net,1202 State Street,,Administration,Erie,Pennsylvania,16501,Erie,300,4/13/2021,POINT (-80.081095 42.123249),,,
1378,RITE AID STORE #01376,916 STATE STREET,,,ERIE,Pennsylvania,16501,Erie,,,POINT (-80.082963 42.126011),,,
1379,FPC-Family Practice Center Muncy,10 Shady Lane,103,,Muncy,Pennsylvania,17756,Lycoming,100,4/13/2021,POINT (-76.77384 41.209813),,,
1380,CVS/pharmacy00956,4361 Swamp Road,,,Doylestown,Pennsylvania,18901,Bucks,,,,,,
1381,Walmart Store #2664,21920 ROUTE #119,,,PUNXSUTAWNEY,Pennsylvania,15767,Jefferson,,,POINT (-78.983318 40.928792),,,
1382,Wegmans Pharmacy #094,3791 Easton-Nazareth Highway,,,Easton,PA,18045,Northampton,,,POINT (-75.286558 40.715629),,,
1383,RITE AID STORE #01548,610 BROAD STREET,,,NEW BETHLEHEM,Pennsylvania,16242,Clarion,,,POINT (-79.326354 41.002323),,,
1384,Pepper Pharmacy,195 to 197 East Plumstead Ave,,,Lansdowne,Pennsylvania,19050,Delaware,,,POINT (-75.26855 39.95048),,,
1385,RITE AID STORE #00170,128 N COURTLAND STREET,,,EAST STROUDSBURG,Pennsylvania,18301,Monroe,,,POINT (-75.183088 41.002307),,,
1386,RITE AID STORE #07894,4999 JONESTOWN RD,,,Harrisburg,Pennsylvania,17109,Dauphin,,,POINT (-76.805603 40.306378),,,
1387,RITE AID STORE #01976,207 ROUTE 6 WEST,,,COUDERSPORT,Pennsylvania,16915,Potter,,,POINT (-78.029963 41.7671),,,
1388,VDI-Professional Pharm of Pennsburg Inc,931 Main St,,,Pennsburg,Pennsylvania,18073,Montgomery,200,4/13/2021,POINT (-75.489669 40.38726),,,
1389,CWC-Costco Pharmacy 00332,202 Costco Drive,,,Pittsburgh,Pennsylvania,15205,Allegheny,,,POINT (-80.167718 40.457348),,,
1390,Pottstown Discount Pharmacy,1501 E HIGH ST,,,Pottstown,Pennsylvania,19464,Montgomery,,,POINT (-75.615101 40.244049),,,
1391,RITE AID STORE #00213,2715 PARADE STREET,,,ERIE,Pennsylvania,16504,Erie,,,POINT (-80.064121 42.113827),,,
1392,Sams Club Store #8161,2801 E MARKET ST,,,York,Pennsylvania,17402,York,,,POINT (-76.673255 39.975306),,,
1393,VDI-Nickmans Drug 129,90 W Church Street,,,Fairchance,Pennsylvania,15436,Fayette,,,POINT (-79.755979 39.820416),,,
1394,RITE AID STORE #11172,4630 PERKIOMEN AVENUE,,,READING,Pennsylvania,19606,Berks,,,POINT (-75.860154 40.305939),,,
1395,RITE AID STORE #11117,1500 GARRETT ROAD,,,UPPER DARBY,Pennsylvania,19082,Delaware,,,POINT (-75.274425 39.955048),,,
1396,RITE AID STORE #03508,1340 MAIN STREET,,,BURGETTSTOWN,Pennsylvania,15021,Washington,,,POINT (-80.391738 40.378695),,,
1397,Giant Eagle Pharmacy-17,6320 Shakespeare St.,,,Pittsburgh,Pennsylvania,15206,Allegheny,,,POINT (-79.921162 40.458965),,,
1398,LVRX Pharmacy,211 South Market Street,,,Ligonier,Pennsylvania,15658,Westmoreland,300,4/13/2021,POINT (-79.239245 40.24177),,,
1399,GIANT PHARMACY-6422,4320 5TH STREET HWY,,,Temple,Pennsylvania,19560,Berks,,,POINT (-75.927597 40.399666),,,
1400,RITE AID STORE #10990,31 NORTH JEFFERSON STREET,,,NEW CASTLE,Pennsylvania,16101,Lawrence,,,POINT (-80.347202 41.000438),,,
1401,Family First Health-George Street Center,116 South George Street,200,,York,Pennsylvania,17401,York,500,4/13/2021,POINT (-76.726805 39.960757),,,
1402,RITE AID STORE #00866,501 SOUTH 29TH ST STE A,,,HARRISBURG,Pennsylvania,17104,Dauphin,,,POINT (-76.84129 40.267215),,,
1403,Walmart Store #2663,300 WALMART DR,,,EBENSBURG,Pennsylvania,15931,Cambria,,,POINT (-78.748673 40.473614),,,
